,POPESTIMATE2019,FIPS,beta,f,cost
2363,192122,45013.0,1.2633669581291372e-06,0.048033258875610746,4.854806625762606
2364,227907,45015.0,1.3005302616368062e-06,0.0237892219375581,0.2656019172159255
2365,14553,45017.0,1.3882581109495583e-05,0.04437870665414417,0.21638210887740914
2366,411406,45019.0,5.003989774685374e-07,0.02727252539818098,0.2734352709228521
2368,32244,45023.0,3.2892689204319926e-06,5.328272337440376e-05,8.241509941461965e-09
2369,45650,45025.0,3.2485795303530075e-06,0.0002456048060137106,4.408646987545147e-07
2370,33745,45027.0,9.995428212978973e-06,0.024701205645383258,2.8527857707075164
2371,37677,45029.0,6.795699829046108e-06,0.022632946264588224,0.03854791409808158
2372,66618,45031.0,1.2627718692336891e-06,2.58212051348905e-06,1.4891225242288435e-11
2373,30479,45033.0,1.0806731652499387e-06,0.0009133798563277923,6.035308518301706e-07
2374,162809,45035.0,1.3635181970405623e-06,0.033081380404096986,0.056646529307625926
2375,27260,45037.0,9.015114178305163e-06,0.005517752375676234,0.023289749031173188
2376,22347,45039.0,1.5263100850995367e-06,4.382612318483414e-05,1.7212397919814229e-09
2377,138293,45041.0,2.4878712797789476e-06,0.026777710006620433,12.444363255451673
2378,62680,45043.0,4.336791340608466e-06,0.04937245788609626,0.21903686754445353
2379,523542,45045.0,5.915610684622744e-07,0.02492181452029491,6.469045435409197
2380,70811,45047.0,4.905373587217424e-07,0.00021111085295967558,3.3308026141469985e-08
2382,354081,45051.0,8.929659760555374e-07,0.026413521776018495,9.590114633922097
2383,30073,45053.0,1.654716765947131e-05,0.00017959530297124993,0.022157848755818752
2384,66551,45055.0,3.323450773078334e-06,0.045919615670171825,0.7527839736725868
2385,98012,45057.0,1.925973296416274e-06,0.042259185832264144,0.1612465221543522
2386,67493,45059.0,4.5334381100645185e-06,0.04078868552058437,0.20085591396812172
2387,16828,45061.0,1.633446577293813e-05,0.04809628013073598,0.9063537558987724
2388,298750,45063.0,9.296052632872785e-07,0.043935987945803626,4.600709639460842
2390,30657,45067.0,8.277914282935004e-06,0.04988916041891599,0.386413190841276
2391,26118,45069.0,4.7863127919433285e-06,9.867258795279166e-05,5.6989392546032835e-08
2392,38440,45071.0,5.932003369121917e-06,0.045068001195101445,0.10104763277233793
2393,79546,45073.0,1.0817738102959694e-06,0.0008678277199955994,1.3901884354648414e-06
2394,86175,45075.0,3.3254433604689226e-07,0.0012145714537438596,1.0287586821312738e-06
2395,126884,45077.0,1.7729971296187854e-07,0.00013774332237236064,1.1859151806141448e-08
2396,415759,45079.0,8.065937937492056e-07,0.026821638792982584,19.71854540990129
2397,20473,45081.0,4.579180567332494e-06,3.717573603595481e-06,4.245382428512544e-11
2398,319785,45083.0,7.459698128243878e-07,0.02297773410640748,1.0395118878580023
2399,106721,45085.0,3.2248585391984758e-06,0.0198087599706433,4.278643395613914
2400,27316,45087.0,1.5679517786100275e-06,0.00016736451618988568,1.973965730391374e-08
2401,30368,45089.0,2.468342164224733e-08,0.0001977922768027704,1.45125273678288e-08
2402,280979,45091.0,8.881898072837774e-07,0.04166418602909906,0.9724433922525376
2404,2751,46003.0,7.53205658897724e-06,3.316173964092173e-05,4.943136078123852e-10
2405,18453,46005.0,1.0726346064770192e-05,0.04262599749122352,0.2139255073220827
2407,6901,46009.0,1.5528333002280947e-05,1.1109397222541784e-05,1.1018688865579216e-09
2408,35077,46011.0,1.2851525348926067e-06,0.0007839757324195687,4.7630897126511706e-07
2409,38839,46013.0,3.443309756169859e-06,0.0004298956421097677,1.2142449979979382e-06
2414,9292,46023.0,7.403443713124062e-06,5.668021130506018e-05,8.58989734547609e-09
2415,3736,46025.0,1.4119225801104446e-05,4.1139488837993454e-05,1.0689179445030778e-09
2416,14070,46027.0,9.197867026746172e-06,1.425607604382817e-05,4.694698478363633e-10
2417,28009,46029.0,2.3603676353681806e-06,0.00012213556271392645,1.8188787739835207e-08
2420,19775,46035.0,9.29393641509927e-06,0.03293150550434428,0.5950098242593016
2422,4351,46039.0,6.9958565070036745e-06,9.466735721622155e-06,4.376326915106338e-11
2426,6713,46047.0,7.396252514187594e-06,0.00010248749897737164,6.337444916971726e-09
2427,2299,46049.0,3.3327686336499882e-06,2.8335937721224447e-08,3.0120485914786087e-16
2431,6164,46057.0,1.2494209770573398e-05,6.376236303107241e-05,4.103219914607596e-09
2435,17526,46065.0,4.6732256957638875e-06,0.00011252344529068259,2.1373476330163594e-08
2436,7291,46067.0,8.592102263450814e-06,4.6088626580509384e-05,1.6909234683901162e-09
2443,25844,46081.0,1.1090472943779544e-05,5.561543630794308e-06,4.702341582058832e-09
2444,61128,46083.0,2.0458499642285146e-08,0.01505612073813478,8.467809622931211e-05
2445,3781,46085.0,8.350999547079267e-06,9.071792498191456e-06,5.3197261939023946e-11
2446,5586,46087.0,1.967407653555426e-05,0.049230763121939844,0.19069190554420035
2448,4935,46091.0,7.0975621453038915e-06,0.00033520824148350337,5.13555188841282e-08
2449,28332,46093.0,5.256277104675254e-06,2.386446710013479e-05,3.6289812725227694e-09
2452,193134,46099.0,1.237881910273015e-06,0.016902790052137705,0.20979554325099534
2455,113775,46103.0,6.807278956980417e-07,0.040244381179930136,0.06415982290736164
2458,10394,46109.0,1.3534484761464364e-05,6.337707421773253e-05,1.151827867386487e-08
2463,10177,46121.0,6.792271617201443e-06,0.00010563448496145322,1.0721112346045106e-08
2465,8384,46125.0,6.401336095984238e-06,0.00023628250677495966,3.575209061653933e-08
2466,15932,46127.0,6.423224689575904e-06,0.00019725080458257715,6.864039804538164e-08
2468,22814,46135.0,7.543355847977869e-06,0.0002289481112386499,3.4388093285184666e-07
2471,76978,47001.0,2.8337979276959202e-06,0.04642760917679069,0.0919099496707733
2472,49713,47003.0,6.049875543388759e-06,0.04624300921358407,0.1935847199432759
2473,16160,47005.0,1.1158397741624965e-06,2.555960942596247e-05,2.968937385122759e-10
2474,15064,47007.0,5.407675036257634e-06,7.242232996992892e-05,5.712135382201116e-09
2475,133088,47009.0,1.5668124661339377e-05,1.503429419492941e-05,1.1255639737019272
2476,108110,47011.0,2.280589927116297e-06,0.02029879151145989,0.04042289909583639
2477,39842,47013.0,7.940581980591555e-06,0.0014251238516411885,0.028481836716464776
2478,14678,47015.0,1.406526010416725e-06,2.7330856164700656e-05,3.5267772356542425e-10
2479,27767,47017.0,9.391086686378828e-06,0.004802290346676455,0.022846688840300746
2480,56391,47019.0,6.051902520603103e-06,0.021238170184952863,0.046553538255573484
2481,40667,47021.0,7.383916453155728e-07,0.00122053305465733,1.1479018021662362e-06
2482,17297,47023.0,9.063671211298088e-06,5.474093933513502e-05,3.7707860537596616e-08
2483,31959,47025.0,2.415273674217758e-07,0.00014045919581211208,8.396509938735655e-09
2484,7615,47027.0,4.958753412752239e-06,5.5261808977247195e-05,1.2431947770199025e-09
2485,36004,47029.0,4.659305975840048e-06,5.4764893047482e-05,6.221372610523794e-08
2486,56520,47031.0,8.461501524681586e-07,0.0007998741513172355,3.758645189349025e-07
2488,60520,47035.0,5.132516105816508e-06,3.5581299131004496e-05,8.805950838448405e-06
2489,694144,47037.0,4.4918453052670147e-07,0.009547408913862257,24.921214318546678
2491,20490,47041.0,9.81324934550708e-07,0.0008089369818201353,3.358923919787759e-07
2492,53948,47043.0,6.386865751485946e-07,0.0012402470180165187,1.1931851832420312e-06
2493,37159,47045.0,4.549216738478984e-06,0.00017080181362354174,8.931741576936869e-07
2494,41133,47047.0,6.812224101585655e-06,0.012149853462440671,0.03576046795970417
2495,18523,47049.0,4.861948368812697e-06,1.4797129375368478e-05,2.2465676494625887e-10
2496,42208,47051.0,6.862951638099946e-06,0.01596278377426887,0.28614083924202055
2497,49133,47053.0,2.5073013280261245e-06,0.00028844667471798757,4.124586792026649e-07
2498,29464,47055.0,1.0926362319364256e-05,1.7183069763525294e-05,3.4918369607526874e-08
2499,23320,47057.0,1.0246364884852198e-05,5.744698430994177e-05,3.343353798274127e-08
2500,69069,47059.0,3.739386738390474e-06,0.03624599828281659,0.28170094070016416
2501,13427,47061.0,1.9792096762235593e-05,0.030016598363136957,0.04506761820284662
2502,64934,47063.0,3.3197677329572427e-06,0.04636162199782566,0.06596723794714335
2503,367804,47065.0,8.329975293081363e-07,0.02355650627319673,17.408514281792794
2505,25050,47069.0,4.2653689956700015e-06,3.0489936419519914e-05,1.597416450350668e-09
2506,25652,47071.0,4.163762202297995e-06,2.313210615589867e-05,1.426141713284573e-09
2507,56786,47073.0,5.795048501934019e-06,0.029324194984851965,0.6393464310094906
2508,17304,47075.0,1.73806044281122e-05,0.04836168806288531,0.14882326428907386
2510,32345,47079.0,2.652882316195443e-06,7.766433324557509e-05,6.414012394754296e-09
2511,25178,47081.0,8.89205532567561e-06,5.789340521625275e-05,2.5550301465024768e-08
2512,8201,47083.0,8.759757488825895e-06,0.00014671782673376932,3.158289231669111e-08
2513,18582,47085.0,9.82076906595732e-06,1.4982575194347203e-05,9.982762969768669e-10
2515,54495,47089.0,3.24294689347811e-06,0.008093065435195126,0.04361034726427277
2516,17788,47091.0,4.503129245113517e-06,3.1773305803020624e-05,1.0741146782368472e-09
2517,470313,47093.0,5.042703825929535e-07,0.04947497287725437,1.68085022617977
2519,25633,47097.0,3.1650186918110666e-06,0.00023984577805138962,4.143733394873754e-08
2520,44142,47099.0,1.2955533764879674e-06,6.445437417448852e-05,2.584652757149582e-09
2521,12268,47101.0,6.8664519350079495e-06,7.979652119441405e-05,9.559720627507684e-09
2522,34366,47103.0,1.4769698167334147e-09,0.015338704426100074,8.964009625319303e-05
2523,54068,47105.0,3.3636424899477136e-07,0.0012070962162584672,7.866127937273844e-07
2524,53794,47107.0,3.343197316950253e-07,0.00042126785003451794,9.54917753304256e-08
2525,25694,47109.0,7.99308090105102e-06,5.075093538489672e-05,2.8666106384967333e-08
2526,24602,47111.0,1.581556951920921e-05,0.0496238197328905,0.8180427125186026
2527,97984,47113.0,3.2132209021233464e-06,0.006604044046423667,0.030514529424081525
2528,28907,47115.0,8.241054452449588e-06,0.04276614595050735,0.28682455938099694
2529,34375,47117.0,9.366837739387078e-06,0.04994801016087516,0.16382445919828215
2530,96387,47119.0,2.679798791091458e-06,0.019868604127391193,0.0984902807740544
2531,12422,47121.0,1.2209369524524875e-05,0.00010840291676911251,6.836740622754584e-08
2532,46545,47123.0,5.112224734477363e-06,0.024417313975263675,0.03928063848034619
2533,208993,47125.0,1.2552222809403283e-06,0.03457449690096319,0.5712059438178768
2535,21403,47129.0,1.351002101878356e-05,3.733053236926187e-05,1.584255545534347e-07
2536,30069,47131.0,1.0433718973951137e-05,0.049848811741808094,0.44973934188733106
2537,22241,47133.0,1.5838502515360866e-06,1.9343049457429262e-05,2.450616194614581e-10
2538,8076,47135.0,7.629375619583814e-06,5.6281131450383604e-05,3.762770664079975e-09
2541,80245,47141.0,3.3855507722593877e-06,0.030283627938750633,0.14495031108654002
2543,53382,47145.0,5.378203013795656e-07,7.316781498423186e-05,3.5919684003028505e-09
2544,71813,47147.0,1.523668570525431e-08,0.014084172843593146,9.18393099714478e-05
2545,332285,47149.0,8.085851207092389e-07,0.03606372029622991,3.3446145533313736
2546,22068,47151.0,5.222061739636653e-06,4.1172333272637696e-05,7.61778991438659e-09
2547,15026,47153.0,1.5105846180371444e-06,0.00011326405353646873,4.355236848831307e-09
2548,98250,47155.0,1.9115452169355936e-06,0.026720815602476106,0.04562805788725938
2549,937166,47157.0,2.4561546841410977e-07,0.025067770222973604,226.20862597660104
2550,20157,47159.0,1.5073967322249475e-05,0.028259070470187476,0.04322509441470006
2552,158348,47163.0,1.1329987048406272e-06,0.030526695918314167,0.1261201409267245
2553,191283,47165.0,8.104421428341455e-06,0.00017687500880209095,8.24613016787023
2554,61599,47167.0,6.1829672344434136e-06,2.1751331550357023e-06,3.260090402966121e-07
2555,11284,47169.0,1.9283098228893947e-05,0.04992722780953433,0.577744658709427
2556,17883,47171.0,1.062810170769003e-05,5.98228196797973e-05,5.3905736968148886e-08
2557,19972,47173.0,3.5803562069636273e-06,2.3685442083754005e-06,5.1630970828766464e-12
2559,41277,47177.0,1.1179993880993451e-07,0.0006080212813744934,1.1479404841641219e-07
2560,129375,47179.0,3.6048483620964894e-09,0.019366650637004643,0.0001675303833004258
2561,16673,47181.0,9.934562861907179e-06,8.296256760523257e-05,2.7063090406607222e-08
2562,33328,47183.0,6.11356331484376e-06,2.527880539460181e-05,1.0933896268050781e-08
2563,27345,47185.0,2.38652385407062e-06,0.001193316954511886,1.4873522563999893e-06
2564,238412,47187.0,9.006588654494711e-07,0.03987102680605599,0.9059222822806249
2565,144657,47189.0,1.6156022121703936e-06,0.02758070889029017,0.06963758769680653
2567,57735,48001.0,4.644159114161447e-06,0.0001918438019130192,6.562684915976833e-07
2568,18705,48003.0,1.0675790651113332e-05,3.234532129661738e-05,8.15406502968917e-09
2569,86715,48005.0,1.9609331187326608e-07,0.0014275311868266055,9.12428683817535e-07
2573,51153,48013.0,6.6921188949425325e-06,0.006874282081158818,0.02936214293769454
2574,30032,48015.0,4.013427885139189e-06,0.0007838006569137607,1.996686336602222e-06
2577,88723,48021.0,2.8634245758657467e-06,0.04130393755579333,0.11177765576464095
2580,362924,48027.0,6.726587772568901e-07,0.025366161841680133,0.9771477450833819
2581,2003554,48029.0,5.378637132673282e-08,0.011604769034929909,204.11724316431074
2582,11931,48031.0,1.1507450386122769e-06,1.9568695589222695e-05,1.709684301894441e-10
2585,93245,48037.0,1.1503695345210933e-05,8.963468703619693e-05,0.650972771740902
2586,374264,48039.0,6.803590541596007e-07,0.02308798431989664,0.4200703982684583
2587,229211,48041.0,1.534807712845395e-06,0.027250403030696792,21.190315635216695
2591,37864,48049.0,6.553406847702109e-06,0.021675117948218987,0.045516152117692485
2592,18443,48051.0,9.619413262190508e-06,6.322328911777253e-05,2.9529148216903972e-08
2593,48155,48053.0,5.309760714253789e-07,0.0011112798317827327,6.592079475063584e-07
2594,43664,48055.0,2.470653302108234e-06,0.000595284823520989,6.20831604710047e-07
2595,21290,48057.0,1.8390640774181967e-05,0.003202217295480786,0.026608351429928775
2597,423163,48061.0,7.230316065656446e-07,0.025854777600996085,0.8439027503599704
2598,13094,48063.0,5.379265892201456e-06,0.00010281108442390663,6.570351697758244e-09
2600,30026,48067.0,8.261101459005113e-06,0.049994390100573355,0.6097464112290085
2601,7530,48069.0,1.9907358847098244e-05,0.04959264529146787,0.34838297731566265
2602,43837,48071.0,1.9724326553342963e-06,0.0005658105171457428,5.481487908643926e-07
2603,52646,48073.0,6.0949134429715164e-06,0.023256388423899814,0.05518033161451859
2605,10471,48077.0,6.427067361583445e-06,1.046545110025554e-05,6.525212297252866e-11
2609,1034730,48085.0,2.682922470350282e-07,0.028741082299159115,7.905646311502795
2611,21493,48089.0,1.455741971495439e-07,0.0001977864509260796,1.0618929015311675e-08
2612,156209,48091.0,2.314864753357885e-06,0.04076486148132734,5.352641434695566
2613,13635,48093.0,5.883612792793208e-06,1.7460892891840718e-06,2.1684120103936674e-12
2616,75951,48099.0,3.681523172593051e-06,0.024603545775427744,0.03744903566170918
2618,4797,48103.0,1.0970929649775306e-05,0.00026409560288802314,8.117348418434735e-08
2623,2635516,48113.0,1.1442348520762487e-05,1.5137934326892033e-07,629.3215821277892
2624,12728,48115.0,1.9659050857820775e-05,0.048069401980195145,0.2605966618928214
2625,18546,48117.0,2.9636075918840576e-06,1.4370567630456188e-05,2.2736721946352458e-10
2627,887207,48121.0,3.5540194121956806e-07,0.022873299274941118,24.401066507565492
2628,20160,48123.0,2.465166831507867e-06,7.507660896086121e-05,6.170548237515948e-09
2633,18360,48133.0,5.508487776963127e-06,6.562682011542961e-05,9.147054074066685e-09
2634,166223,48135.0,2.7404336162423734e-06,0.024019050775163905,0.7004144986503806
2636,184826,48139.0,1.0672686388096773e-05,1.7877700841301136e-05,0.15448314864557297
2637,839238,48141.0,2.84742450394224e-07,0.035246960198404856,2.065346524126703
2638,42698,48143.0,6.151654362990753e-06,0.0473561303551128,0.2890369512843299
2639,17297,48145.0,6.829566552787161e-06,2.5055780714683396e-05,2.1728620215556643e-09
2640,35514,48147.0,2.278387872988523e-06,0.00023823089743271741,1.1739969032064749e-07
2641,25346,48149.0,2.145571086984818e-06,0.00010081687843764564,8.730572612856433e-09
2645,811688,48157.0,3.219543416993205e-07,0.020456267875847922,6.677504782884259
2646,10725,48159.0,6.51780905527586e-06,1.8537815841171423e-05,2.8235910485940405e-10
2649,21492,48165.0,3.894436584704041e-06,0.0003122513784806491,1.448395722733567e-07
2650,342139,48167.0,8.995042952391899e-07,0.0215963418732833,6.291452746266411
2655,20837,48177.0,8.044652188618145e-06,2.312234950034575e-05,1.4842147747814077e-09
2656,21886,48179.0,3.836472782654533e-06,0.0003614781523722521,9.794479708001104e-08
2657,136212,48181.0,9.310057631241715e-07,0.0005007031454651034,1.0683455689276831e-06
2658,123945,48183.0,5.006334284359734e-07,0.0030874755064837778,2.0110383339258708e-05
2659,28880,48185.0,1.2507892216686875e-05,0.006985501038231555,0.03335718583016445
2660,166847,48187.0,9.104416503079319e-07,0.0003261460250661985,7.30152854806084e-07
2661,33406,48189.0,8.655569810124541e-06,0.049993475713902946,0.4116612320662592
2666,57602,48199.0,5.8438026814168865e-06,0.0258279257043077,1.0551002727242744
2667,4713325,48201.0,2.1178335372499445e-08,0.033554011575796586,905.2499768107471
2668,66553,48203.0,5.609317347409076e-06,0.023568098131503037,0.6208435256832585
2671,230191,48209.0,8.586393493069097e-07,0.026255367573270044,0.04203507905727468
2673,82737,48213.0,4.242691674849907e-07,0.0017042249422220823,1.4225864893241292e-06
2674,868707,48215.0,3.3703076420482666e-07,0.04181328098697197,0.3097283035205365
2675,36649,48217.0,1.0505076127936183e-05,0.01877635704115792,0.04125454554189767
2676,23021,48219.0,1.1944256973575133e-05,0.014934852546524723,0.2517771419079507
2677,61643,48221.0,6.152873990149472e-06,0.030198052609044044,0.6327380809808097
2678,37084,48223.0,4.780209603119798e-06,0.00012788742404387654,2.1563823386406616e-07
2682,98594,48231.0,3.458364148962429e-06,0.022133262747262884,0.21168835522933935
2686,14760,48239.0,3.668435133499502e-06,0.00010417083909232405,8.692487898009692e-09
2689,251565,48245.0,1.6697888705244736e-06,0.023765334704622068,6.036285737916158
2691,40482,48249.0,5.5792876595798266e-09,0.008160556342807594,1.7507214347069e-05
2692,175817,48251.0,1.3111648739180645e-06,0.027520039567799984,0.044679924505876524
2694,15601,48255.0,1.1344371682417481e-05,1.0261427557903269e-05,1.136576525075808e-09
2695,136154,48257.0,9.226263098924228e-07,0.001025060438803474,3.8370290936434675e-06
2696,47431,48259.0,4.3688818123679675e-07,0.00019988064045053933,1.9799852901911707e-08
2699,52600,48265.0,3.191824688219082e-06,9.477285812853342e-06,2.5052239566644866e-10
2703,30680,48273.0,1.0024467870950923e-05,0.046833397793462433,0.0736975885889541
2705,49859,48277.0,8.75084985277673e-08,0.00905287786568261,3.1976783090463134e-05
2706,12893,48279.0,7.568486240457422e-06,9.915099118645854e-05,1.4237844460111165e-08
2709,20154,48285.0,5.230096538050073e-06,6.101982162975972e-05,1.7138045349258702e-08
2711,17404,48289.0,4.044551785875642e-06,8.194400016733883e-05,5.075525786805145e-09
2712,88219,48291.0,1.3382608414547924e-06,0.0009212826661521498,2.6091807766528312e-06
2713,23437,48293.0,1.1153127622358656e-05,0.04999399822554784,0.25468644157679576
2715,12207,48297.0,1.0454234853493185e-05,0.00017083457051596251,4.195809556231799e-08
2716,21795,48299.0,4.584530702099212e-07,0.00028865100969245605,3.522820798363317e-08
2718,310569,48303.0,1.2764512797548296e-06,0.016956272656093573,36.49928643870713
2719,5951,48305.0,1.6030925632882318e-05,9.23234502658854e-05,1.1863840364441386e-08
2721,256623,48309.0,1.0951502482741618e-06,0.032018538976848164,0.6403751928095203
2725,5771,48317.0,1.1300809751330994e-05,5.401004440472312e-05,2.829111216304752e-09
2727,36643,48321.0,6.867319643378232e-06,0.041211921794494885,2.182227248377358
2728,58722,48323.0,6.640074562370124e-07,0.0003880433527765348,9.957635528003606e-08
2729,51584,48325.0,4.5272335090860526e-06,0.04303722611515769,0.06555577513287605
2731,176832,48329.0,1.6064037421423267e-06,0.039254063176276846,0.5374866617936429
2732,24823,48331.0,9.60183116101513e-06,1.0557752958634259e-05,8.139283588851348e-09
2735,19818,48337.0,9.359566342314437e-06,9.527423469671281e-06,9.90353583571767e-10
2736,607391,48339.0,3.918246719383156e-07,0.04254357655251088,1.6912336055600274
2737,20940,48341.0,1.587054821060825e-05,0.023588159683868067,0.1144776396226471
2738,12388,48343.0,3.6034626787189826e-06,4.7705963630871595e-05,1.8479845758612953e-09
2740,65204,48347.0,6.007504924691398e-06,0.04208262053348873,2.4418694180094707
2741,50113,48349.0,7.055238643882245e-06,0.03243946872091787,1.4438212133665487
2742,13595,48351.0,3.067771406982684e-06,0.00011100611222188139,5.2681713921397605e-09
2744,362294,48355.0,4.4700420880475005e-07,0.029509678447153388,0.029249087195190513
2746,2112,48359.0,1.995295033077234e-05,0.048390597988236944,0.7947902194107238
2747,83396,48361.0,2.8094647601859636e-08,0.0008846031461327147,2.967913320245789e-07
2750,142878,48367.0,3.023063777637266e-07,0.00024246180324052902,4.4089709596510535e-08
2753,51353,48373.0,9.679859561022091e-09,0.00014766471977605147,6.783182274156765e-09
2754,117415,48375.0,2.6138434795128727e-06,0.020595862288395356,0.4497058037650353
2757,137713,48381.0,2.504616074208814e-06,0.047513317368881196,1.005825552974893
2764,17074,48395.0,5.93169340383151e-06,7.584891045638031e-06,1.225507296377588e-10
2765,104915,48397.0,6.981736815589614e-07,0.0003732966138359495,1.5616259593659793e-07
2767,54406,48401.0,6.072755987032664e-06,0.0024381544935063865,0.029476985922960316
2769,8237,48405.0,1.9829770458926285e-05,0.04739741240879197,0.7873038004738129
2770,28859,48407.0,7.60384904579089e-06,0.0001481431393522692,3.3524589561358805e-07
2771,66730,48409.0,9.900530038647274e-09,0.02531298226436333,0.00023739726028783556
2776,25274,48419.0,4.851660908434132e-07,0.0005468747197130419,1.1944844556357043e-07
2778,232751,48423.0,9.846818382714237e-07,0.02539338334261302,0.6026885989284916
2780,64633,48427.0,2.1584314117345377e-06,0.0003559833819530567,4.80249772228251e-07
2785,7397,48437.0,1.4396536192433589e-05,4.167616507458338e-05,2.6346819685767912e-09
2786,2102515,48439.0,6.28305430981059e-08,0.024919603904469845,288.6320614397486
2787,138034,48441.0,2.535923235119873e-06,0.032074589939319526,0.39917509786944605
2789,12337,48445.0,1.1627111708150287e-05,8.844948396061203e-05,4.356377583530832e-08
2792,119200,48451.0,2.1974596635504914e-06,0.049828634400915825,0.10165977663690497
2793,1273954,48453.0,1.621999260887017e-05,5.660788851669096e-06,40.236915517181764
2796,41753,48459.0,2.3752863099320176e-06,9.940033967330286e-05,3.212107534620407e-08
2798,26741,48463.0,6.243350897500443e-06,4.9637643533807785e-05,1.731606008173055e-08
2799,49025,48465.0,2.3187066009600523e-06,0.0001513816375676713,5.6923961058039285e-08
2800,56590,48467.0,3.6296423441127505e-06,0.049730480043995315,0.29602095217248814
2801,92084,48469.0,2.8299794350620897e-06,0.030390127681139006,0.04057008972736499
2802,72971,48471.0,5.183897965584927e-08,0.023438938548664183,0.0002126132965406817
2803,55246,48473.0,4.696375005546666e-07,0.0018238207376638088,1.4366632160254651e-06
2805,35882,48477.0,1.0700072012058777e-05,0.04995771199756219,0.7154698517233887
2806,276652,48479.0,1.1831622580698735e-06,0.028693979917771895,10.92412795453975
2807,41556,48481.0,1.036211546948824e-06,0.0007025056074173586,3.491337675433989e-07
2809,132230,48485.0,1.9191739338272373e-06,0.02011243681436805,0.06754433690757954
2811,21358,48489.0,1.254915116970928e-05,0.04953063709767648,0.31014466001157776
2812,590551,48491.0,4.391793410186799e-07,0.0450765562745004,2.5728699909337145
2813,51070,48493.0,4.8714352717493635e-06,0.04720608541528275,0.04683802675602246
2815,69984,48497.0,5.69181759152441e-06,0.030496071549888933,0.10633481572356054
2816,45539,48499.0,8.449123405193724e-06,1.9913289437276105e-05,7.550340240381915e-08
2818,18010,48503.0,1.944216282849042e-05,0.014824972976212292,0.04515981943103034
2823,56046,49003.0,1.0987328177070746e-05,7.880469612107921e-06,0.022257309039222295
2824,128289,49005.0,6.812261090979493e-07,0.0009176386238226725,2.3659439205471504e-06
2827,355481,49011.0,5.139938268272267e-07,0.03056824053490624,0.6566863514390402
2830,5051,49017.0,8.06937278577567e-06,8.747317280849431e-05,4.341889989789575e-09
2832,54839,49021.0,6.46343726266112e-08,0.0016920180541998148,1.1879948301215073e-06
2836,12124,49029.0,1.7159914348995047e-05,2.3909254727241813e-05,8.574533150607516e-09
2839,1160437,49035.0,1.6787052996866078e-07,0.04165365925058642,1.3531784842562058
2840,15308,49037.0,1.99163074776464e-05,0.044431110379802685,0.1681634686743939
2843,42145,49043.0,1.2663033963924186e-06,0.002245763612233803,7.4881234081069605e-06
2844,72259,49045.0,1.6487719307065998e-06,0.0009812836144475756,8.191836799223763e-06
2845,35734,49047.0,6.0040819062393106e-06,6.370981801478992e-06,9.120519973052209e-10
2846,636235,49049.0,4.136123960754031e-07,0.02543193259625174,0.5622669246123146
2847,34091,49051.0,5.972917343337126e-06,0.03289476176632528,0.05004070979022565
2848,177556,49053.0,9.099781087044912e-08,0.013378068193834752,0.00014110089836619634
2850,260213,49057.0,7.329206893834961e-07,0.022157695766554485,0.17418904348379577
2852,36777,50001.0,7.110950670397214e-06,0.027143575729198142,0.04484904191140415
2853,35470,50003.0,4.360795124485627e-06,0.04556842393839913,0.05232604737273172
2854,29993,50005.0,3.1287687110936684e-08,0.013022339997276592,6.54305751943459e-05
2855,163774,50007.0,1.890224698707761e-06,0.023403678368378873,35.97832595035298
2857,49402,50011.0,5.752403691846019e-06,0.0453121040824499,1.2352273707818902
2859,25362,50015.0,1.1945544942947309e-05,0.04791173218897685,0.42945281084818476
2860,28892,50017.0,3.0321635568440233e-06,5.923028444917988e-06,1.1439120780893783e-10
2861,27037,50019.0,2.8175092871796744e-06,0.0004131389462019436,2.36779086100618e-07
2862,58191,50021.0,4.6301226518451805e-06,0.011901164642746896,0.0335232614354954
2863,58409,50023.0,3.394925210179583e-06,0.020925406015907824,0.04236359847433827
2864,42222,50025.0,5.927848351863648e-06,0.04918281134152967,0.08570779961540652
2865,55062,50027.0,4.376314678809123e-06,0.022136541890654178,0.7518897540610308
2867,32316,51001.0,4.347618674090552e-06,3.844268826944108e-05,1.5365522479777103e-08
2868,109330,51003.0,3.838128767598641e-07,0.00027532054588375043,6.476451304040037e-08
2869,14860,51005.0,8.092735270722332e-06,3.774201125433807e-06,2.772827558310715e-11
2870,13145,51007.0,7.351473493433363e-06,4.91215524707489e-05,4.224020321452327e-09
2871,31605,51009.0,3.862454029725134e-06,1.6052825751886046e-05,1.240517027024265e-09
2873,236842,51013.0,1.2610801639450252e-06,0.020558127680933524,2.447921118194034
2874,75558,51015.0,4.920588508627424e-07,9.013885185742143e-05,3.284166548748437e-09
2876,78997,51019.0,1.8349049225957122e-06,0.00024087137514654244,5.202865198089623e-07
2878,33419,51023.0,2.2868324384099902e-08,0.042705527164305174,0.0007737821465439066
2879,16231,51025.0,5.633329694673598e-06,2.3547317839142656e-05,5.19760797000303e-10
2881,17148,51029.0,5.898156683798582e-07,6.149113286196828e-07,1.1830427872828834e-13
2882,54885,51031.0,4.352854252521912e-07,0.0006656962339191136,1.6377465015480414e-07
2884,29791,51035.0,1.625199715172184e-06,0.00026016045771777574,3.429571627740086e-08
2885,6963,51036.0,4.407555126999627e-06,8.465436040355767e-05,5.389480007737703e-09
2887,352802,51041.0,6.996581384795103e-07,0.047803805430795286,1.047700036128107
